Mun;2017;2018;2019;2020;2021;Total
110001 Alta Floresta D'Oeste;1851.0;1857.0;2070.0;1158.0;1289.0;8225.0
110037 Alto Alegre dos Parecis;603.0;407.0;379.0;325.0;566.0;2280.0
110040 Alto Paraíso;405.0;477.0;486.0;332.0;262.0;1962.0
110034 Alvorada D'Oeste;608.0;716.0;605.0;351.0;446.0;2726.0
110002 Ariquemes;4892.0;4226.0;4724.0;4757.0;6241.0;24840.0
110045 Buritis;532.0;616.0;833.0;789.0;924.0;3694.0
110003 Cabixi;291.0;266.0;285.0;236.0;195.0;1273.0
110060 Cacaulândia;43.0;42.0;49.0;35.0;141.0;310.0
110004 Cacoal;7530.0;8413.0;7803.0;5583.0;6105.0;35434.0
110070 Campo Novo de Rondônia;273.0;362.0;239.0;67.0;60.0;1001.0
110080 Candeias do Jamari;0.0;0.0;0.0;0.0;0.0;0.0
110090 Castanheiras;0.0;0.0;0.0;0.0;0.0;0.0
110005 Cerejeiras;1080.0;1109.0;949.0;613.0;611.0;4362.0
110092 Chupinguaia;0.0;0.0;0.0;0.0;0.0;0.0
110006 Colorado do Oeste;803.0;784.0;751.0;404.0;363.0;3105.0
110007 Corumbiara;0.0;0.0;0.0;0.0;0.0;0.0
110008 Costa Marques;389.0;595.0;404.0;203.0;182.0;1773.0
110094 Cujubim;1027.0;848.0;594.0;293.0;773.0;3535.0
110009 Espigão D'Oeste;1313.0;1832.0;1862.0;1245.0;1078.0;7330.0
110100 Governador Jorge Teixeira;20.0;0.0;0.0;0.0;0.0;20.0
110010 Guajará-Mirim;2938.0;2783.0;2553.0;2156.0;2406.0;12836.0
110110 Itapuã do Oeste;76.0;38.0;0.0;20.0;76.0;210.0
110011 Jaru;1950.0;2305.0;2433.0;1840.0;2213.0;10741.0
110012 Ji-Paraná;5030.0;5318.0;5020.0;3825.0;5206.0;24399.0
110013 Machadinho D'Oeste;762.0;1218.0;1564.0;1026.0;901.0;5471.0
110120 Ministro Andreazza;246.0;142.0;143.0;98.0;94.0;723.0
110130 Mirante da Serra;558.0;307.0;319.0;222.0;223.0;1629.0
110140 Monte Negro;155.0;307.0;311.0;239.0;269.0;1281.0
110014 Nova Brasilândia D'Oeste;987.0;676.0;445.0;422.0;478.0;3008.0
110033 Nova Mamoré;422.0;446.0;619.0;530.0;665.0;2682.0
110143 Nova União;96.0;87.0;100.0;48.0;185.0;516.0
110050 Novo Horizonte do Oeste;488.0;368.0;518.0;309.0;339.0;2022.0
110015 Ouro Preto do Oeste;1636.0;1961.0;2053.0;1459.0;1578.0;8687.0
110145 Parecis;239.0;239.0;239.0;240.0;210.0;1167.0
110018 Pimenta Bueno;2456.0;2824.0;2479.0;2829.0;2414.0;13002.0
110146 Pimenteiras do Oeste;118.0;119.0;117.0;58.0;28.0;440.0
110020 Porto Velho;23244.0;24168.0;27372.0;28996.0;32475.0;136255.0
110025 Presidente Médici;586.0;602.0;599.0;345.0;537.0;2669.0
110147 Primavera de Rondônia;0.0;0.0;0.0;0.0;0.0;0.0
110026 Rio Crespo;71.0;91.0;116.0;72.0;43.0;393.0
110028 Rolim de Moura;3402.0;2842.0;3250.0;2239.0;1871.0;13604.0
110029 Santa Luzia D'Oeste;630.0;710.0;668.0;383.0;391.0;2782.0
110148 São Felipe D'Oeste;0.0;0.0;0.0;0.0;0.0;0.0
110149 São Francisco do Guaporé;996.0;753.0;896.0;619.0;546.0;3810.0
110032 São Miguel do Guaporé;1083.0;969.0;628.0;693.0;1076.0;4449.0
110150 Seringueiras;448.0;406.0;331.0;323.0;253.0;1761.0
110155 Teixeirópolis;40.0;26.0;115.0;58.0;88.0;327.0
110160 Theobroma;162.0;193.0;160.0;115.0;88.0;718.0
110170 Urupá;319.0;218.0;278.0;145.0;243.0;1203.0
110175 Vale do Anari;147.0;106.0;97.0;0.0;46.0;396.0
110180 Vale do Paraíso;94.0;143.0;71.0;84.0;171.0;563.0
110030 Vilhena;6560.0;6910.0;7306.0;6408.0;6193.0;33377.0
120001 Acrelândia;60.0;107.0;106.0;86.0;62.0;421.0
120005 Assis Brasil;161.0;191.0;139.0;296.0;380.0;1167.0
120010 Brasiléia;1759.0;1808.0;1556.0;1586.0;2014.0;8723.0
120013 Bujari;0.0;0.0;0.0;0.0;0.0;0.0
120017 Capixaba;0.0;0.0;0.0;0.0;0.0;0.0
120020 Cruzeiro do Sul;4171.0;4714.0;5320.0;4462.0;5997.0;24664.0
120025 Epitaciolândia;0.0;0.0;0.0;0.0;0.0;0.0
120030 Feijó;153.0;314.0;236.0;152.0;544.0;1399.0
120032 Jordão;0.0;0.0;0.0;0.0;0.0;0.0
120033 Mâncio Lima;293.0;212.0;103.0;71.0;207.0;886.0
120034 Manoel Urbano;513.0;297.0;323.0;245.0;333.0;1711.0
120035 Marechal Thaumaturgo;0.0;75.0;147.0;372.0;308.0;902.0
120038 Plácido de Castro;622.0;465.0;594.0;316.0;275.0;2272.0
120080 Porto Acre;0.0;0.0;0.0;0.0;0.0;0.0
120039 Porto Walter;345.0;279.0;18.0;13.0;0.0;655.0
120040 Rio Branco;13808.0;14915.0;15316.0;15096.0;16127.0;75262.0
120042 Rodrigues Alves;178.0;229.0;172.0;277.0;230.0;1086.0
120043 Santa Rosa do Purus;84.0;110.0;94.0;10.0;241.0;539.0
120050 Sena Madureira;2578.0;2553.0;2000.0;1731.0;1845.0;10707.0
120045 Senador Guiomard;406.0;582.0;481.0;190.0;414.0;2073.0
120060 Tarauacá;1739.0;1874.0;1636.0;1238.0;1455.0;7942.0
120070 Xapuri;862.0;700.0;582.0;513.0;811.0;3468.0
130002 Alvarães;516.0;618.0;740.0;574.0;468.0;2916.0
130006 Amaturá;124.0;359.0;385.0;281.0;321.0;1470.0
130008 Anamã;264.0;141.0;321.0;0.0;415.0;1141.0
130010 Anori;163.0;407.0;539.0;453.0;547.0;2109.0
130014 Apuí;669.0;649.0;654.0;623.0;631.0;3226.0
130020 Atalaia do Norte;437.0;380.0;465.0;354.0;370.0;2006.0
130030 Autazes;351.0;688.0;641.0;645.0;973.0;3298.0
130040 Barcelos;610.0;450.0;427.0;140.0;510.0;2137.0
130050 Barreirinha;461.0;1100.0;848.0;733.0;920.0;4062.0
130060 Benjamin Constant;789.0;885.0;1152.0;1049.0;1067.0;4942.0
130063 Beruri;456.0;291.0;368.0;495.0;729.0;2339.0
130068 Boa Vista do Ramos;146.0;495.0;568.0;689.0;793.0;2691.0
130070 Boca do Acre;807.0;1123.0;1168.0;1187.0;1119.0;5404.0
130080 Borba;1356.0;1742.0;1784.0;1699.0;1697.0;8278.0
130083 Caapiranga;267.0;270.0;200.0;611.0;340.0;1688.0
130090 Canutama;323.0;357.0;334.0;305.0;507.0;1826.0
130100 Carauari;558.0;603.0;770.0;778.0;879.0;3588.0
130110 Careiro;18.0;84.0;575.0;448.0;717.0;1842.0
130115 Careiro da Várzea;0.0;0.0;0.0;0.0;6.0;6.0
130120 Coari;1980.0;2585.0;2936.0;2887.0;2673.0;13061.0
130130 Codajás;913.0;696.0;578.0;831.0;938.0;3956.0
130140 Eirunepé;808.0;987.0;1212.0;575.0;1236.0;4818.0
130150 Envira;625.0;246.0;851.0;518.0;589.0;2829.0
130160 Fonte Boa;904.0;114.0;982.0;979.0;1042.0;4021.0
130165 Guajará;103.0;108.0;352.0;353.0;404.0;1320.0
130170 Humaitá;1268.0;1161.0;1048.0;1290.0;1427.0;6194.0
130180 Ipixuna;704.0;695.0;750.0;519.0;892.0;3560.0
130185 Iranduba;382.0;332.0;250.0;290.0;630.0;1884.0
130190 Itacoatiara;3040.0;2936.0;2744.0;3092.0;3598.0;15410.0
130195 Itamarati;0.0;0.0;0.0;0.0;0.0;0.0
130200 Itapiranga;127.0;78.0;81.0;205.0;381.0;872.0
130210 Japurá;174.0;201.0;255.0;252.0;231.0;1113.0
130220 Juruá;166.0;147.0;0.0;172.0;106.0;591.0
130230 Jutaí;798.0;575.0;441.0;415.0;834.0;3063.0
130240 Lábrea;80.0;198.0;653.0;987.0;1458.0;3376.0
130250 Manacapuru;2795.0;2994.0;2901.0;3144.0;4376.0;16210.0
130255 Manaquiri;186.0;292.0;305.0;462.0;715.0;1960.0
130260 Manaus;70613.0;74317.0;75007.0;72509.0;83817.0;376263.0
130270 Manicoré;626.0;923.0;1091.0;1239.0;1862.0;5741.0
130280 Maraã;99.0;48.0;246.0;0.0;412.0;805.0
130290 Maués;2064.0;2059.0;1862.0;1811.0;2278.0;10074.0
130300 Nhamundá;322.0;417.0;487.0;409.0;531.0;2166.0
130310 Nova Olinda do Norte;157.0;1043.0;1161.0;1103.0;1294.0;4758.0
130320 Novo Airão;193.0;397.0;512.0;399.0;611.0;2112.0
130330 Novo Aripuanã;166.0;54.0;300.0;348.0;671.0;1539.0
130340 Parintins;4022.0;4176.0;4407.0;4432.0;5400.0;22437.0
130350 Pauini;8.0;518.0;497.0;504.0;530.0;2057.0
130353 Presidente Figueiredo;721.0;679.0;678.0;693.0;770.0;3541.0
130356 Rio Preto da Eva;304.0;509.0;417.0;276.0;412.0;1918.0
130360 Santa Isabel do Rio Negro;143.0;303.0;300.0;255.0;262.0;1263.0
130370 Santo Antônio do Içá;1280.0;987.0;1243.0;957.0;1270.0;5737.0
130380 São Gabriel da Cachoeira;1008.0;871.0;1046.0;983.0;1297.0;5205.0
130390 São Paulo de Olivença;502.0;728.0;1101.0;657.0;1239.0;4227.0
130395 São Sebastião do Uatumã;262.0;289.0;211.0;299.0;579.0;1640.0
130400 Silves;364.0;91.0;302.0;157.0;407.0;1321.0
130406 Tabatinga;610.0;552.0;1755.0;1464.0;2449.0;6830.0
130410 Tapauá;334.0;0.0;0.0;276.0;719.0;1329.0
130420 Tefé;3229.0;3399.0;3617.0;3530.0;4049.0;17824.0
130423 Tonantins;50.0;0.0;233.0;643.0;719.0;1645.0
130426 Uarini;434.0;418.0;658.0;730.0;679.0;2919.0
130430 Urucará;207.0;431.0;502.0;403.0;650.0;2193.0
130440 Urucurituba;108.0;201.0;104.0;0.0;212.0;625.0
140005 Alto Alegre;150.0;144.0;220.0;188.0;141.0;843.0
140002 Amajari;0.0;0.0;0.0;0.0;0.0;0.0
140010 Boa Vista;27329.0;27346.0;29672.0;26553.0;30269.0;141169.0
140015 Bonfim;168.0;190.0;133.0;61.0;57.0;609.0
140017 Cantá;0.0;0.0;0.0;0.0;0.0;0.0
140020 Caracaraí;90.0;181.0;212.0;156.0;162.0;801.0
140023 Caroebe;454.0;300.0;322.0;235.0;176.0;1487.0
140028 Iracema;0.0;0.0;0.0;0.0;0.0;0.0
140030 Mucajaí;273.0;303.0;245.0;186.0;96.0;1103.0
140040 Normandia;359.0;392.0;297.0;330.0;234.0;1612.0
140045 Pacaraima;409.0;614.0;537.0;297.0;453.0;2310.0
140047 Rorainópolis;1101.0;1030.0;1148.0;1167.0;1359.0;5805.0
140050 São João da Baliza;397.0;252.0;346.0;204.0;106.0;1305.0
140060 São Luiz;227.0;98.0;110.0;105.0;91.0;631.0
140070 Uiramutã;0.0;0.0;0.0;0.0;0.0;0.0
150010 Abaetetuba;4729.0;4482.0;4283.0;3336.0;5445.0;22275.0
150013 Abel Figueiredo;497.0;347.0;317.0;149.0;295.0;1605.0
150020 Acará;1187.0;1296.0;1255.0;955.0;1170.0;5863.0
150030 Afuá;1227.0;1122.0;950.0;914.0;711.0;4924.0
150034 Água Azul do Norte;1576.0;922.0;1115.0;801.0;790.0;5204.0
150040 Alenquer;512.0;3485.0;3964.0;3439.0;3984.0;15384.0
150050 Almeirim;841.0;1212.0;1261.0;850.0;1261.0;5425.0
150060 Altamira;5795.0;4509.0;5547.0;5277.0;5150.0;26278.0
150070 Anajás;1089.0;1239.0;1176.0;1046.0;861.0;5411.0
150080 Ananindeua;20144.0;22039.0;21117.0;17380.0;8990.0;89670.0
150085 Anapu;1089.0;1314.0;1647.0;1152.0;1355.0;6557.0
150090 Augusto Corrêa;2310.0;3385.0;3108.0;2924.0;2835.0;14562.0
150095 Aurora do Pará;1187.0;1046.0;1077.0;835.0;1047.0;5192.0
150100 Aveiro;0.0;0.0;0.0;0.0;0.0;0.0
150110 Bagre;0.0;0.0;0.0;0.0;37.0;37.0
150120 Baião;1548.0;1841.0;1966.0;850.0;1174.0;7379.0
150125 Bannach;287.0;267.0;211.0;128.0;192.0;1085.0
150130 Barcarena;2784.0;2929.0;3524.0;3977.0;4674.0;17888.0
150140 Belém;54693.0;51952.0;48561.0;49356.0;59251.0;263813.0
150145 Belterra;394.0;356.0;468.0;430.0;665.0;2313.0
150150 Benevides;0.0;0.0;0.0;0.0;0.0;0.0
150157 Bom Jesus do Tocantins;981.0;990.0;837.0;833.0;960.0;4601.0
150160 Bonito;0.0;0.0;0.0;0.0;0.0;0.0
150170 Bragança;11301.0;9002.0;8088.0;7188.0;7271.0;42850.0
150172 Brasil Novo;1676.0;1583.0;1922.0;1312.0;1745.0;8238.0
150175 Brejo Grande do Araguaia;529.0;677.0;709.0;716.0;651.0;3282.0
150178 Breu Branco;642.0;685.0;710.0;655.0;1108.0;3800.0
150180 Breves;6361.0;6863.0;6507.0;5762.0;5368.0;30861.0
150190 Bujaru;1757.0;1667.0;1803.0;1716.0;628.0;7571.0
150200 Cachoeira do Arari;945.0;1004.0;975.0;813.0;949.0;4686.0
150195 Cachoeira do Piriá;0.0;0.0;0.0;0.0;0.0;0.0
150210 Cametá;5129.0;4888.0;5267.0;4076.0;3452.0;22812.0
150215 Canaã dos Carajás;966.0;785.0;907.0;1165.0;1555.0;5378.0
150220 Capanema;3022.0;2164.0;2239.0;1628.0;1696.0;10749.0
150230 Capitão Poço;3039.0;3042.0;2940.0;1907.0;1716.0;12644.0
150240 Castanhal;5712.0;6385.0;7288.0;8877.0;10516.0;38778.0
150250 Chaves;127.0;185.0;130.0;199.0;53.0;694.0
150260 Colares;0.0;0.0;0.0;0.0;0.0;0.0
150270 Conceição do Araguaia;2916.0;2778.0;2837.0;3136.0;2901.0;14568.0
150275 Concórdia do Pará;785.0;880.0;852.0;624.0;680.0;3821.0
150276 Cumaru do Norte;544.0;498.0;398.0;367.0;907.0;2714.0
150277 Curionópolis;724.0;1108.0;1214.0;1316.0;1216.0;5578.0
150280 Curralinho;1552.0;1680.0;1423.0;1085.0;1188.0;6928.0
150285 Curuá;0.0;0.0;0.0;0.0;0.0;0.0
150290 Curuçá;991.0;654.0;719.0;472.0;967.0;3803.0
150293 Dom Eliseu;1379.0;1417.0;1375.0;1258.0;1370.0;6799.0
150295 Eldorado dos Carajás;1867.0;1765.0;1363.0;848.0;1267.0;7110.0
150300 Faro;366.0;379.0;333.0;319.0;337.0;1734.0
150304 Floresta do Araguaia;996.0;1059.0;1015.0;1045.0;1164.0;5279.0
150307 Garrafão do Norte;0.0;256.0;481.0;351.0;380.0;1468.0
150309 Goianésia do Pará;1059.0;911.0;698.0;620.0;576.0;3864.0
150310 Gurupá;1673.0;1623.0;1163.0;1389.0;1656.0;7504.0
150320 Igarapé-Açu;827.0;825.0;688.0;862.0;1073.0;4275.0
150330 Igarapé-Miri;5539.0;5291.0;5848.0;5423.0;5876.0;27977.0
150340 Inhangapi;46.0;78.0;0.0;15.0;41.0;180.0
150345 Ipixuna do Pará;2421.0;2174.0;2092.0;1573.0;2622.0;10882.0
150350 Irituia;1361.0;1142.0;365.0;372.0;561.0;3801.0
150360 Itaituba;4210.0;3508.0;3218.0;3506.0;4060.0;18502.0
150370 Itupiranga;1003.0;1065.0;974.0;814.0;875.0;4731.0
150375 Jacareacanga;679.0;834.0;661.0;471.0;114.0;2759.0
150380 Jacundá;1341.0;1377.0;1633.0;1347.0;1340.0;7038.0
150390 Juruti;1218.0;1304.0;1309.0;1339.0;1494.0;6664.0
150400 Limoeiro do Ajuru;1461.0;1433.0;1209.0;1121.0;1049.0;6273.0
150405 Mãe do Rio;1837.0;1705.0;1498.0;1298.0;2296.0;8634.0
150410 Magalhães Barata;0.0;0.0;0.0;0.0;0.0;0.0
150420 Marabá;7541.0;8108.0;7196.0;8079.0;8050.0;38974.0
150430 Maracanã;583.0;311.0;217.0;337.0;453.0;1901.0
150440 Marapanim;62.0;176.0;168.0;324.0;176.0;906.0
150442 Marituba;3535.0;3424.0;3568.0;2653.0;3026.0;16206.0
150445 Medicilândia;1108.0;1092.0;878.0;583.0;1307.0;4968.0
150450 Melgaço;989.0;880.0;960.0;747.0;984.0;4560.0
150460 Mocajuba;1540.0;1536.0;1484.0;1352.0;1439.0;7351.0
150470 Moju;1857.0;1719.0;1814.0;1425.0;1719.0;8534.0
150475 Mojuí dos Campos;0.0;0.0;0.0;0.0;0.0;0.0
150480 Monte Alegre;2465.0;2322.0;2254.0;2361.0;2278.0;11680.0
150490 Muaná;2146.0;2054.0;1742.0;1324.0;1413.0;8679.0
150495 Nova Esperança do Piriá;915.0;495.0;397.0;913.0;390.0;3110.0
150497 Nova Ipixuna;40.0;30.0;191.0;89.0;228.0;578.0
150500 Nova Timboteua;0.0;0.0;0.0;0.0;0.0;0.0
150503 Novo Progresso;1840.0;1676.0;1675.0;1585.0;1585.0;8361.0
150506 Novo Repartimento;1770.0;1624.0;1665.0;1006.0;1173.0;7238.0
150510 Óbidos;2776.0;2892.0;2709.0;2268.0;2086.0;12731.0
150520 Oeiras do Pará;1067.0;1163.0;1244.0;1083.0;1073.0;5630.0
150530 Oriximiná;3070.0;3317.0;3031.0;2552.0;3217.0;15187.0
150540 Ourém;791.0;685.0;669.0;483.0;574.0;3202.0
150543 Ourilândia do Norte;2889.0;3047.0;3057.0;2399.0;3264.0;14656.0
150548 Pacajá;1263.0;1730.0;1664.0;1163.0;1817.0;7637.0
150549 Palestina do Pará;364.0;390.0;427.0;353.0;734.0;2268.0
150550 Paragominas;3549.0;3519.0;2934.0;3119.0;3454.0;16575.0
150553 Parauapebas;4627.0;4993.0;4790.0;4673.0;5119.0;24202.0
150555 Pau D'Arco;352.0;307.0;314.0;338.0;281.0;1592.0
150560 Peixe-Boi;0.0;0.0;0.0;0.0;0.0;0.0
150563 Piçarra;695.0;684.0;746.0;547.0;729.0;3401.0
150565 Placas;1279.0;1294.0;1288.0;946.0;1170.0;5977.0
150570 Ponta de Pedras;1116.0;1107.0;1141.0;589.0;984.0;4937.0
150580 Portel;1777.0;1727.0;1538.0;1400.0;1689.0;8131.0
150590 Porto de Moz;2108.0;1964.0;1888.0;1646.0;1471.0;9077.0
150600 Prainha;742.0;730.0;675.0;698.0;700.0;3545.0
150610 Primavera;0.0;0.0;0.0;0.0;0.0;0.0
150611 Quatipuru;0.0;0.0;0.0;0.0;0.0;0.0
150613 Redenção;4368.0;4915.0;4725.0;4313.0;5293.0;23614.0
150616 Rio Maria;840.0;926.0;829.0;906.0;1204.0;4705.0
150618 Rondon do Pará;3281.0;3343.0;3332.0;2643.0;2539.0;15138.0
150619 Rurópolis;1171.0;1071.0;1387.0;1172.0;972.0;5773.0
150620 Salinópolis;1435.0;1591.0;1631.0;1334.0;1261.0;7252.0
150630 Salvaterra;678.0;821.0;876.0;665.0;586.0;3626.0
150635 Santa Bárbara do Pará;0.0;0.0;0.0;0.0;0.0;0.0
150640 Santa Cruz do Arari;460.0;449.0;454.0;438.0;440.0;2241.0
150650 Santa Izabel do Pará;485.0;547.0;692.0;1039.0;966.0;3729.0
150655 Santa Luzia do Pará;0.0;0.0;0.0;0.0;0.0;0.0
150658 Santa Maria das Barreiras;461.0;570.0;580.0;515.0;602.0;2728.0
150660 Santa Maria do Pará;1402.0;1655.0;1599.0;864.0;765.0;6285.0
150670 Santana do Araguaia;2006.0;1990.0;1927.0;1616.0;2863.0;10402.0
150680 Santarém;13567.0;13838.0;14088.0;12759.0;13475.0;67727.0
150690 Santarém Novo;0.0;0.0;0.0;0.0;0.0;0.0
150700 Santo Antônio do Tauá;3160.0;4269.0;4755.0;2972.0;2629.0;17785.0
150710 São Caetano de Odivelas;0.0;0.0;0.0;0.0;0.0;0.0
150715 São Domingos do Araguaia;541.0;784.0;493.0;304.0;347.0;2469.0
150720 São Domingos do Capim;1097.0;1180.0;1331.0;851.0;971.0;5430.0
150730 São Félix do Xingu;3560.0;3613.0;4467.0;4157.0;2962.0;18759.0
150740 São Francisco do Pará;0.0;0.0;0.0;0.0;0.0;0.0
150745 São Geraldo do Araguaia;1805.0;1420.0;1103.0;484.0;849.0;5661.0
150746 São João da Ponta;0.0;0.0;0.0;0.0;0.0;0.0
150747 São João de Pirabas;345.0;306.0;226.0;597.0;511.0;1985.0
150750 São João do Araguaia;296.0;405.0;219.0;120.0;204.0;1244.0
150760 São Miguel do Guamá;1073.0;1036.0;786.0;570.0;1703.0;5168.0
150770 São Sebastião da Boa Vista;933.0;1131.0;1007.0;722.0;603.0;4396.0
150775 Sapucaia;359.0;317.0;303.0;280.0;354.0;1613.0
150780 Senador José Porfírio;809.0;582.0;605.0;859.0;688.0;3543.0
150790 Soure;1525.0;1390.0;1238.0;1222.0;1305.0;6680.0
150795 Tailândia;1626.0;2345.0;2177.0;2063.0;2290.0;10501.0
150796 Terra Alta;0.0;0.0;0.0;0.0;0.0;0.0
150797 Terra Santa;859.0;853.0;883.0;675.0;955.0;4225.0
150800 Tomé-Açu;1885.0;1843.0;2083.0;2079.0;2456.0;10346.0
150803 Tracuateua;1074.0;911.0;1066.0;469.0;1069.0;4589.0
150805 Trairão;1341.0;917.0;1220.0;980.0;959.0;5417.0
150808 Tucumã;3874.0;3802.0;4118.0;3282.0;3561.0;18637.0
150810 Tucuruí;2612.0;2540.0;2936.0;1871.0;1974.0;11933.0
150812 Ulianópolis;2944.0;2804.0;2305.0;1660.0;2177.0;11890.0
150815 Uruará;3042.0;3097.0;2626.0;2031.0;2554.0;13350.0
150820 Vigia;1299.0;1420.0;1457.0;1186.0;1212.0;6574.0
150830 Viseu;2269.0;2550.0;2693.0;1798.0;1869.0;11179.0
150835 Vitória do Xingu;586.0;532.0;823.0;794.0;835.0;3570.0
150840 Xinguara;2065.0;2109.0;2192.0;2060.0;1813.0;10239.0
160010 Amapá;220.0;332.0;237.0;158.0;189.0;1136.0
160020 Calçoene;428.0;571.0;619.0;213.0;209.0;2040.0
160021 Cutias;0.0;0.0;0.0;0.0;0.0;0.0
160023 Ferreira Gomes;0.0;0.0;0.0;0.0;13.0;13.0
160025 Itaubal;0.0;0.0;0.0;0.0;0.0;0.0
160027 Laranjal do Jari;2120.0;2474.0;2199.0;2141.0;3676.0;12610.0
160030 Macapá;15224.0;16283.0;17454.0;14408.0;18486.0;81855.0
160040 Mazagão;0.0;66.0;90.0;68.0;92.0;316.0
160050 Oiapoque;784.0;885.0;1124.0;1013.0;1659.0;5465.0
160015 Pedra Branca do Amapari;159.0;120.0;171.0;146.0;139.0;735.0
160053 Porto Grande;249.0;200.0;229.0;168.0;195.0;1041.0
160055 Pracuúba;0.0;0.0;0.0;0.0;0.0;0.0
160060 Santana;3778.0;3814.0;4498.0;2971.0;2588.0;17649.0
160005 Serra do Navio;0.0;43.0;34.0;20.0;13.0;110.0
160070 Tartarugalzinho;0.0;34.0;130.0;87.0;148.0;399.0
160080 Vitória do Jari;0.0;0.0;0.0;0.0;0.0;0.0
170025 Abreulândia;0.0;0.0;0.0;0.0;0.0;0.0
170030 Aguiarnópolis;0.0;0.0;0.0;0.0;0.0;0.0
170035 Aliança do Tocantins;0.0;0.0;0.0;0.0;0.0;0.0
170040 Almas;0.0;0.0;0.0;0.0;0.0;0.0
170070 Alvorada;1035.0;374.0;298.0;228.0;313.0;2248.0
170100 Ananás;177.0;258.0;117.0;33.0;53.0;638.0
170105 Angico;0.0;0.0;0.0;0.0;0.0;0.0
170110 Aparecida do Rio Negro;0.0;0.0;0.0;0.0;0.0;0.0
170130 Aragominas;0.0;0.0;0.0;0.0;0.0;0.0
170190 Araguacema;269.0;198.0;26.0;110.0;255.0;858.0
170200 Araguaçu;970.0;758.0;747.0;438.0;348.0;3261.0
170210 Araguaína;12472.0;11690.0;12472.0;11419.0;13404.0;61457.0
170215 Araguanã;0.0;0.0;0.0;0.0;0.0;0.0
170220 Araguatins;228.0;387.0;324.0;227.0;484.0;1650.0
170230 Arapoema;788.0;1060.0;886.0;504.0;489.0;3727.0
170240 Arraias;176.0;194.0;478.0;462.0;703.0;2013.0
170255 Augustinópolis;1107.0;779.0;856.0;2100.0;2375.0;7217.0
170270 Aurora do Tocantins;0.0;0.0;0.0;0.0;0.0;0.0
170290 Axixá do Tocantins;0.0;0.0;0.0;0.0;0.0;0.0
170300 Babaçulândia;0.0;0.0;0.0;0.0;0.0;0.0
170305 Bandeirantes do Tocantins;0.0;0.0;0.0;0.0;0.0;0.0
170307 Barra do Ouro;0.0;0.0;0.0;0.0;0.0;0.0
170310 Barrolândia;0.0;0.0;0.0;0.0;0.0;0.0
170320 Bernardo Sayão;0.0;0.0;0.0;0.0;0.0;0.0
170330 Bom Jesus do Tocantins;0.0;0.0;0.0;0.0;0.0;0.0
170360 Brasilândia do Tocantins;0.0;0.0;0.0;0.0;0.0;0.0
170370 Brejinho de Nazaré;45.0;43.0;37.0;47.0;0.0;172.0
170380 Buriti do Tocantins;0.0;0.0;0.0;0.0;0.0;0.0
170382 Cachoeirinha;0.0;0.0;0.0;0.0;0.0;0.0
170384 Campos Lindos;0.0;0.0;0.0;0.0;0.0;0.0
170386 Cariri do Tocantins;0.0;0.0;0.0;0.0;0.0;0.0
170388 Carmolândia;0.0;0.0;0.0;0.0;0.0;0.0
170389 Carrasco Bonito;0.0;0.0;0.0;0.0;0.0;0.0
170390 Caseara;0.0;0.0;0.0;0.0;0.0;0.0
170410 Centenário;0.0;0.0;0.0;0.0;0.0;0.0
170510 Chapada da Natividade;0.0;0.0;0.0;0.0;0.0;0.0
170460 Chapada de Areia;0.0;0.0;0.0;0.0;0.0;0.0
170550 Colinas do Tocantins;978.0;1022.0;766.0;805.0;1118.0;4689.0
171670 Colméia;109.0;41.0;7.0;1.0;10.0;168.0
170555 Combinado;0.0;0.0;0.0;0.0;0.0;0.0
170560 Conceição do Tocantins;0.0;0.0;0.0;0.0;0.0;0.0
170600 Couto Magalhães;0.0;0.0;0.0;0.0;0.0;0.0
170610 Cristalândia;103.0;90.0;104.0;159.0;65.0;521.0
170625 Crixás do Tocantins;0.0;0.0;0.0;0.0;0.0;0.0
170650 Darcinópolis;0.0;0.0;0.0;0.0;0.0;0.0
170700 Dianópolis;532.0;35.0;0.0;409.0;726.0;1702.0
170710 Divinópolis do Tocantins;37.0;57.0;77.0;43.0;221.0;435.0
170720 Dois Irmãos do Tocantins;0.0;0.0;0.0;0.0;0.0;0.0
170730 Dueré;0.0;0.0;0.0;0.0;2.0;2.0
170740 Esperantina;0.0;0.0;0.0;0.0;0.0;0.0
170755 Fátima;0.0;0.0;0.0;0.0;0.0;0.0
170765 Figueirópolis;0.0;0.0;0.0;0.0;7.0;7.0
170770 Filadélfia;0.0;0.0;0.0;0.0;34.0;34.0
170820 Formoso do Araguaia;0.0;0.0;62.0;63.0;214.0;339.0
170825 Fortaleza do Tabocão;0.0;0.0;0.0;0.0;0.0;0.0
170830 Goianorte;0.0;0.0;0.0;0.0;0.0;0.0
170900 Goiatins;108.0;198.0;140.0;106.0;88.0;640.0
170930 Guaraí;850.0;816.0;827.0;948.0;745.0;4186.0
170950 Gurupi;3960.0;3528.0;3299.0;3530.0;3843.0;18160.0
170980 Ipueiras;0.0;0.0;0.0;0.0;0.0;0.0
171050 Itacajá;265.0;224.0;192.0;126.0;0.0;807.0
171070 Itaguatins;0.0;0.0;0.0;0.0;0.0;0.0
171090 Itapiratins;0.0;0.0;0.0;0.0;0.0;0.0
171110 Itaporã do Tocantins;0.0;0.0;0.0;0.0;0.0;0.0
171150 Jaú do Tocantins;0.0;0.0;0.0;0.0;0.0;0.0
