Mun;Assistente Social;Enfermeiro;Fisioterapeuta;Fonoaudiólogo;Nutricionista;Odontólogo;Psicólogo;Psiquiatra;Total
430220 Boa Vista do Buricá;2.0;8.0;3.0;5.0;3.0;3.0;6.0;0.0;30.0
430222 Boa Vista do Cadeado;0.0;6.0;3.0;0.0;2.0;1.0;1.0;1.0;14.0
430223 Boa Vista do Incra;0.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;6.0
430225 Boa Vista do Sul;1.0;1.0;1.0;0.0;1.0;2.0;2.0;0.0;8.0
430230 Bom Jesus;1.0;7.0;6.0;1.0;2.0;8.0;4.0;1.0;30.0
430235 Bom Princípio;1.0;11.0;3.0;2.0;2.0;10.0;8.0;1.0;38.0
430237 Bom Progresso;0.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;6.0
430240 Bom Retiro do Sul;3.0;8.0;7.0;1.0;2.0;4.0;3.0;0.0;28.0
430245 Boqueirão do Leão;1.0;5.0;7.0;0.0;2.0;7.0;2.0;0.0;24.0
430250 Bossoroca;1.0;5.0;2.0;1.0;1.0;3.0;1.0;1.0;15.0
430258 Bozano;0.0;2.0;1.0;0.0;1.0;1.0;2.0;0.0;7.0
430260 Braga;0.0;4.0;1.0;0.0;1.0;0.0;1.0;0.0;7.0
430265 Brochier;1.0;4.0;3.0;2.0;1.0;2.0;5.0;1.0;19.0
430270 Butiá;4.0;7.0;9.0;1.0;2.0;3.0;10.0;2.0;38.0
430280 Caçapava do Sul;1.0;28.0;7.0;2.0;2.0;11.0;7.0;1.0;59.0
430290 Cacequi;1.0;9.0;3.0;2.0;2.0;5.0;3.0;1.0;26.0
430300 Cachoeira do Sul;13.0;122.0;46.0;13.0;14.0;43.0;41.0;5.0;297.0
430310 Cachoeirinha;9.0;76.0;22.0;15.0;9.0;68.0;82.0;9.0;290.0
430320 Cacique Doble;0.0;3.0;1.0;1.0;0.0;4.0;2.0;0.0;11.0
430330 Caibaté;1.0;6.0;5.0;1.0;2.0;0.0;4.0;0.0;19.0
430340 Caiçara;3.0;7.0;2.0;0.0;2.0;4.0;3.0;0.0;21.0
430350 Camaquã;21.0;92.0;35.0;8.0;13.0;50.0;37.0;8.0;264.0
430355 Camargo;1.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;11.0
430360 Cambará do Sul;1.0;5.0;3.0;0.0;4.0;3.0;1.0;0.0;17.0
430367 Campestre da Serra;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;4.0
430370 Campina das Missões;0.0;10.0;3.0;0.0;1.0;5.0;7.0;0.0;26.0
430380 Campinas do Sul;1.0;5.0;3.0;0.0;1.0;0.0;1.0;1.0;12.0
430390 Campo Bom;6.0;70.0;19.0;13.0;8.0;37.0;24.0;3.0;180.0
430400 Campo Novo;2.0;5.0;3.0;1.0;1.0;1.0;2.0;0.0;15.0
430410 Campos Borges;1.0;4.0;1.0;1.0;1.0;4.0;1.0;0.0;13.0
430420 Candelária;3.0;22.0;10.0;1.0;6.0;11.0;6.0;1.0;60.0
430430 Cândido Godói;0.0;6.0;2.0;1.0;2.0;0.0;4.0;0.0;15.0
430435 Candiota;2.0;7.0;4.0;1.0;3.0;2.0;6.0;0.0;25.0
430440 Canela;3.0;28.0;16.0;5.0;5.0;17.0;15.0;3.0;92.0
430450 Canguçu;9.0;35.0;13.0;1.0;2.0;21.0;9.0;1.0;91.0
430460 Canoas;53.0;670.0;181.0;61.0;73.0;156.0;171.0;19.0;1384.0
430461 Canudos do Vale;2.0;1.0;2.0;0.0;1.0;5.0;1.0;0.0;12.0
430462 Capão Bonito do Sul;0.0;1.0;1.0;1.0;1.0;0.0;2.0;0.0;6.0
430463 Capão da Canoa;10.0;93.0;27.0;4.0;6.0;40.0;18.0;4.0;202.0
430465 Capão do Cipó;1.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;7.0
430466 Capão do Leão;4.0;36.0;6.0;2.0;1.0;6.0;3.0;1.0;59.0
430468 Capela de Santana;1.0;6.0;1.0;0.0;2.0;1.0;0.0;0.0;11.0
430469 Capitão;0.0;2.0;2.0;1.0;1.0;2.0;1.0;0.0;9.0
430467 Capivari do Sul;1.0;4.0;1.0;1.0;1.0;1.0;3.0;1.0;13.0
430471 Caraá;0.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;5.0
430470 Carazinho;6.0;69.0;30.0;6.0;9.0;49.0;29.0;5.0;203.0
430480 Carlos Barbosa;2.0;29.0;16.0;3.0;5.0;10.0;9.0;3.0;77.0
430485 Carlos Gomes;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;4.0
430490 Casca;1.0;9.0;7.0;3.0;3.0;8.0;4.0;0.0;35.0
430495 Caseiros;0.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;7.0
430500 Catuípe;1.0;4.0;6.0;0.0;1.0;1.0;2.0;0.0;15.0
430510 Caxias do Sul;63.0;820.0;310.0;92.0;112.0;305.0;315.0;48.0;2065.0
430511 Centenário;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;6.0
430512 Cerrito;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;6.0
430513 Cerro Branco;1.0;1.0;2.0;0.0;1.0;3.0;2.0;0.0;10.0
430515 Cerro Grande;0.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;6.0
430517 Cerro Grande do Sul;1.0;6.0;4.0;1.0;3.0;3.0;5.0;0.0;23.0
430520 Cerro Largo;0.0;7.0;5.0;1.0;3.0;6.0;6.0;0.0;28.0
430530 Chapada;0.0;8.0;4.0;1.0;2.0;6.0;4.0;0.0;25.0
430535 Charqueadas;18.0;43.0;19.0;5.0;3.0;26.0;32.0;2.0;148.0
430537 Charrua;2.0;1.0;4.0;1.0;1.0;2.0;1.0;0.0;12.0
430540 Chiapetta;1.0;5.0;2.0;0.0;2.0;1.0;2.0;0.0;13.0
430543 Chuí;0.0;12.0;1.0;0.0;0.0;2.0;2.0;0.0;17.0
430544 Chuvisca;1.0;5.0;1.0;0.0;0.0;3.0;1.0;0.0;11.0
430545 Cidreira;2.0;10.0;7.0;1.0;1.0;1.0;2.0;2.0;26.0
430550 Ciríaco;1.0;4.0;3.0;0.0;1.0;4.0;5.0;0.0;18.0
430558 Colinas;0.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;7.0
430560 Colorado;1.0;2.0;2.0;1.0;1.0;0.0;1.0;0.0;8.0
430570 Condor;2.0;6.0;3.0;1.0;3.0;2.0;4.0;0.0;21.0
430580 Constantina;2.0;9.0;5.0;3.0;2.0;3.0;7.0;1.0;32.0
430583 Coqueiro Baixo;0.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;8.0
430585 Coqueiros do Sul;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;4.0
430587 Coronel Barros;0.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;6.0
430590 Coronel Bicaco;1.0;5.0;4.0;0.0;2.0;2.0;2.0;0.0;16.0
430593 Coronel Pilar;1.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;6.0
430595 Cotiporã;0.0;0.0;4.0;1.0;1.0;0.0;2.0;0.0;8.0
430597 Coxilha;1.0;5.0;1.0;2.0;1.0;1.0;2.0;0.0;13.0
430600 Crissiumal;3.0;12.0;5.0;3.0;3.0;1.0;4.0;1.0;32.0
430605 Cristal;3.0;8.0;2.0;1.0;3.0;4.0;4.0;0.0;25.0
430607 Cristal do Sul;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0
430610 Cruz Alta;11.0;116.0;44.0;8.0;17.0;46.0;37.0;4.0;283.0
430613 Cruzaltense;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0
430620 Cruzeiro do Sul;1.0;9.0;2.0;1.0;4.0;5.0;4.0;0.0;26.0
430630 David Canabarro;1.0;4.0;4.0;1.0;1.0;1.0;5.0;0.0;17.0
430632 Derrubadas;0.0;1.0;2.0;0.0;1.0;1.0;2.0;0.0;7.0
430635 Dezesseis de Novembro;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0
430637 Dilermando de Aguiar;0.0;3.0;3.0;0.0;1.0;4.0;0.0;0.0;11.0
430640 Dois Irmãos;4.0;32.0;17.0;5.0;7.0;30.0;11.0;3.0;109.0
430642 Dois Irmãos das Missões;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;5.0
430645 Dois Lajeados;0.0;6.0;3.0;0.0;2.0;5.0;2.0;0.0;18.0
430650 Dom Feliciano;0.0;4.0;2.0;0.0;3.0;2.0;0.0;0.0;11.0
430660 Dom Pedrito;7.0;31.0;21.0;1.0;3.0;32.0;10.0;0.0;105.0
430655 Dom Pedro de Alcântara;0.0;1.0;3.0;0.0;2.0;1.0;2.0;0.0;9.0
430670 Dona Francisca;0.0;6.0;1.0;1.0;0.0;1.0;1.0;1.0;11.0
430673 Doutor Maurício Cardoso;0.0;0.0;2.0;0.0;1.0;2.0;1.0;0.0;6.0
430675 Doutor Ricardo;0.0;1.0;2.0;0.0;1.0;2.0;3.0;0.0;9.0
430676 Eldorado do Sul;1.0;30.0;4.0;1.0;1.0;12.0;4.0;3.0;56.0
430680 Encantado;5.0;49.0;25.0;13.0;8.0;18.0;22.0;1.0;141.0
430690 Encruzilhada do Sul;1.0;18.0;5.0;1.0;4.0;7.0;6.0;1.0;43.0
430692 Engenho Velho;0.0;3.0;1.0;0.0;1.0;2.0;1.0;0.0;8.0
430695 Entre Rios do Sul;0.0;2.0;2.0;1.0;1.0;3.0;1.0;0.0;10.0
430693 Entre-Ijuís;2.0;3.0;7.0;0.0;1.0;2.0;4.0;0.0;19.0
430697 Erebango;0.0;3.0;0.0;0.0;0.0;4.0;2.0;0.0;9.0
430700 Erechim;11.0;124.0;67.0;21.0;16.0;90.0;83.0;12.0;424.0
430705 Ernestina;0.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0
430720 Erval Grande;0.0;4.0;2.0;0.0;1.0;4.0;2.0;0.0;13.0
430730 Erval Seco;1.0;2.0;2.0;2.0;2.0;0.0;3.0;0.0;12.0
430740 Esmeralda;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;5.0
430745 Esperança do Sul;1.0;1.0;2.0;0.0;1.0;1.0;1.0;0.0;7.0
430750 Espumoso;2.0;14.0;11.0;4.0;4.0;17.0;9.0;0.0;61.0
430755 Estação;1.0;3.0;5.0;1.0;2.0;1.0;2.0;0.0;15.0
430760 Estância Velha;5.0;44.0;13.0;2.0;10.0;15.0;21.0;6.0;116.0
430770 Esteio;13.0;95.0;58.0;20.0;12.0;62.0;43.0;9.0;312.0
430780 Estrela;6.0;76.0;18.0;11.0;12.0;19.0;15.0;1.0;158.0
430781 Estrela Velha;0.0;1.0;2.0;0.0;1.0;1.0;2.0;0.0;7.0
430783 Eugênio de Castro;0.0;7.0;1.0;0.0;1.0;1.0;2.0;0.0;12.0
430786 Fagundes Varela;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;4.0
430790 Farroupilha;6.0;73.0;28.0;13.0;8.0;28.0;41.0;0.0;197.0
430800 Faxinal do Soturno;5.0;40.0;41.0;8.0;12.0;18.0;32.0;9.0;165.0
430805 Faxinalzinho;0.0;1.0;4.0;0.0;1.0;0.0;1.0;0.0;7.0
430807 Fazenda Vilanova;0.0;2.0;2.0;2.0;1.0;5.0;2.0;0.0;14.0
430810 Feliz;2.0;12.0;5.0;3.0;2.0;1.0;6.0;2.0;33.0
430820 Flores da Cunha;4.0;24.0;19.0;3.0;7.0;34.0;25.0;1.0;117.0
430825 Floriano Peixoto;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;3.0
430830 Fontoura Xavier;1.0;8.0;2.0;1.0;2.0;2.0;4.0;0.0;20.0
430840 Formigueiro;0.0;7.0;2.0;0.0;1.0;1.0;1.0;0.0;12.0
430843 Forquetinha;1.0;3.0;1.0;1.0;1.0;3.0;1.0;0.0;11.0
430845 Fortaleza dos Valos;2.0;8.0;3.0;0.0;2.0;3.0;3.0;0.0;21.0
430850 Frederico Westphalen;6.0;41.0;17.0;3.0;5.0;38.0;17.0;1.0;128.0
430860 Garibaldi;2.0;17.0;20.0;4.0;8.0;17.0;14.0;2.0;84.0
430865 Garruchos;2.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;7.0
430870 Gaurama;2.0;3.0;4.0;1.0;3.0;4.0;3.0;0.0;20.0
430880 General Câmara;0.0;7.0;2.0;0.0;1.0;1.0;2.0;0.0;13.0
430885 Gentil;0.0;1.0;1.0;1.0;1.0;4.0;1.0;0.0;9.0
430890 Getúlio Vargas;4.0;17.0;8.0;3.0;4.0;12.0;9.0;0.0;57.0
430900 Giruá;4.0;44.0;23.0;2.0;6.0;8.0;14.0;0.0;101.0
430905 Glorinha;0.0;3.0;2.0;0.0;0.0;2.0;1.0;1.0;9.0
430910 Gramado;5.0;57.0;23.0;5.0;14.0;42.0;23.0;2.0;171.0
430912 Gramado dos Loureiros;1.0;2.0;2.0;0.0;1.0;2.0;2.0;0.0;10.0
430915 Gramado Xavier;2.0;1.0;1.0;0.0;3.0;3.0;2.0;0.0;12.0
430920 Gravataí;15.0;198.0;98.0;17.0;30.0;105.0;71.0;16.0;550.0
430925 Guabiju;2.0;2.0;2.0;0.0;0.0;2.0;1.0;0.0;9.0
430930 Guaíba;13.0;86.0;27.0;4.0;13.0;54.0;64.0;5.0;266.0
430940 Guaporé;4.0;17.0;13.0;8.0;7.0;15.0;18.0;0.0;82.0
430950 Guarani das Missões;1.0;5.0;4.0;1.0;1.0;3.0;4.0;0.0;19.0
430955 Harmonia;1.0;2.0;2.0;2.0;1.0;3.0;4.0;0.0;15.0
430710 Herval;1.0;4.0;2.0;0.0;2.0;2.0;1.0;1.0;13.0
430957 Herveiras;0.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;5.0
430960 Horizontina;5.0;9.0;15.0;1.0;6.0;14.0;24.0;0.0;74.0
430965 Hulha Negra;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;4.0
430970 Humaitá;2.0;4.0;1.0;0.0;1.0;1.0;5.0;0.0;14.0
430975 Ibarama;1.0;0.0;1.0;0.0;2.0;0.0;3.0;0.0;7.0
430980 Ibiaçá;0.0;4.0;1.0;0.0;1.0;2.0;1.0;0.0;9.0
430990 Ibiraiaras;2.0;4.0;7.0;2.0;1.0;2.0;8.0;0.0;26.0
430995 Ibirapuitã;0.0;2.0;2.0;1.0;0.0;2.0;1.0;0.0;8.0
431000 Ibirubá;1.0;12.0;28.0;11.0;5.0;24.0;19.0;5.0;105.0
431010 Igrejinha;4.0;39.0;20.0;6.0;5.0;24.0;16.0;1.0;115.0
431020 Ijuí;23.0;176.0;90.0;35.0;30.0;56.0;55.0;9.0;474.0
431030 Ilópolis;2.0;5.0;4.0;0.0;3.0;4.0;1.0;0.0;19.0
431033 Imbé;1.0;26.0;7.0;0.0;1.0;5.0;11.0;1.0;52.0
431036 Imigrante;0.0;2.0;1.0;1.0;1.0;3.0;1.0;0.0;9.0
431040 Independência;0.0;6.0;1.0;1.0;1.0;1.0;5.0;0.0;15.0
431041 Inhacorá;1.0;2.0;2.0;0.0;0.0;1.0;2.0;0.0;8.0
431043 Ipê;0.0;4.0;2.0;0.0;1.0;1.0;1.0;0.0;9.0
431046 Ipiranga do Sul;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
431050 Iraí;4.0;5.0;4.0;1.0;2.0;4.0;2.0;1.0;23.0
431053 Itaara;1.0;3.0;2.0;0.0;1.0;2.0;1.0;0.0;10.0
431055 Itacurubi;0.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;5.0
431057 Itapuca;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0
431060 Itaqui;5.0;24.0;10.0;3.0;6.0;8.0;10.0;1.0;67.0
431065 Itati;1.0;1.0;3.0;0.0;1.0;2.0;2.0;1.0;11.0
431070 Itatiba do Sul;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0
431075 Ivorá;0.0;3.0;1.0;1.0;1.0;2.0;1.0;0.0;9.0
431080 Ivoti;1.0;27.0;9.0;2.0;2.0;9.0;16.0;5.0;71.0
431085 Jaboticaba;2.0;8.0;2.0;1.0;2.0;0.0;4.0;2.0;21.0
431087 Jacuizinho;0.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;6.0
431090 Jacutinga;0.0;2.0;1.0;0.0;1.0;1.0;2.0;0.0;7.0
431100 Jaguarão;5.0;20.0;8.0;1.0;1.0;7.0;7.0;2.0;51.0
431110 Jaguari;2.0;8.0;5.0;0.0;2.0;5.0;4.0;0.0;26.0
431112 Jaquirana;1.0;1.0;2.0;1.0;2.0;0.0;2.0;0.0;9.0
431113 Jari;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0
431115 Jóia;2.0;8.0;1.0;0.0;3.0;1.0;2.0;0.0;17.0
431120 Júlio de Castilhos;4.0;15.0;12.0;3.0;4.0;5.0;8.0;1.0;52.0
431123 Lagoa Bonita do Sul;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
431127 Lagoa dos Três Cantos;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;6.0
431130 Lagoa Vermelha;4.0;17.0;15.0;1.0;5.0;19.0;16.0;1.0;78.0
431125 Lagoão;0.0;3.0;2.0;0.0;1.0;0.0;1.0;0.0;7.0
431140 Lajeado;19.0;177.0;63.0;18.0;44.0;73.0;65.0;7.0;466.0
431142 Lajeado do Bugre;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;4.0
431150 Lavras do Sul;1.0;11.0;2.0;0.0;2.0;4.0;1.0;0.0;21.0
431160 Liberato Salzano;0.0;5.0;2.0;0.0;2.0;2.0;1.0;0.0;12.0
431162 Lindolfo Collor;0.0;6.0;2.0;1.0;1.0;1.0;1.0;0.0;12.0
431164 Linha Nova;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;7.0
431171 Maçambará;0.0;3.0;3.0;0.0;1.0;2.0;1.0;0.0;10.0
431170 Machadinho;0.0;3.0;2.0;1.0;1.0;0.0;3.0;0.0;10.0
431173 Mampituba;1.0;3.0;3.0;0.0;1.0;1.0;3.0;1.0;13.0
431175 Manoel Viana;1.0;6.0;3.0;0.0;2.0;3.0;2.0;0.0;17.0
431177 Maquiné;1.0;7.0;3.0;1.0;1.0;4.0;2.0;0.0;19.0
431179 Maratá;1.0;1.0;1.0;0.0;1.0;1.0;2.0;0.0;7.0
431180 Marau;3.0;43.0;21.0;5.0;6.0;26.0;33.0;1.0;138.0
431190 Marcelino Ramos;1.0;7.0;4.0;1.0;2.0;4.0;4.0;0.0;23.0
431198 Mariana Pimentel;1.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;7.0
431200 Mariano Moro;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;4.0
431205 Marques de Souza;0.0;6.0;3.0;0.0;2.0;2.0;1.0;0.0;14.0
431210 Mata;0.0;8.0;1.0;1.0;2.0;3.0;1.0;0.0;16.0
431213 Mato Castelhano;0.0;5.0;5.0;2.0;3.0;1.0;3.0;0.0;19.0
431215 Mato Leitão;0.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;8.0
431217 Mato Queimado;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;4.0
431220 Maximiliano de Almeida;0.0;2.0;3.0;0.0;1.0;3.0;3.0;0.0;12.0
431225 Minas do Leão;1.0;7.0;4.0;1.0;1.0;2.0;1.0;1.0;18.0
431230 Miraguaí;1.0;3.0;2.0;0.0;2.0;0.0;1.0;0.0;9.0
431235 Montauri;0.0;0.0;2.0;1.0;1.0;4.0;1.0;0.0;9.0
431237 Monte Alegre dos Campos;1.0;2.0;1.0;0.0;1.0;3.0;2.0;0.0;10.0
431238 Monte Belo do Sul;1.0;0.0;1.0;1.0;1.0;2.0;1.0;0.0;7.0
431240 Montenegro;14.0;102.0;49.0;12.0;21.0;63.0;24.0;8.0;293.0
431242 Mormaço;1.0;3.0;2.0;0.0;1.0;2.0;1.0;0.0;10.0
431244 Morrinhos do Sul;0.0;4.0;3.0;1.0;0.0;2.0;1.0;1.0;12.0
431245 Morro Redondo;0.0;7.0;1.0;0.0;1.0;3.0;4.0;1.0;17.0
431247 Morro Reuter;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;10.0
431250 Mostardas;1.0;8.0;6.0;1.0;3.0;2.0;4.0;1.0;26.0
431260 Muçum;1.0;0.0;3.0;0.0;2.0;0.0;1.0;0.0;7.0
431261 Muitos Capões;0.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0
431262 Muliterno;0.0;0.0;4.0;0.0;1.0;1.0;2.0;0.0;8.0
431265 Não-Me-Toque;2.0;16.0;9.0;2.0;5.0;16.0;9.0;1.0;60.0
431267 Nicolau Vergueiro;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;4.0
431270 Nonoai;4.0;13.0;8.0;2.0;3.0;2.0;4.0;3.0;39.0
431275 Nova Alvorada;1.0;2.0;2.0;1.0;1.0;1.0;3.0;0.0;11.0
431280 Nova Araçá;1.0;2.0;1.0;2.0;2.0;5.0;1.0;1.0;15.0
431290 Nova Bassano;4.0;10.0;5.0;0.0;3.0;11.0;5.0;0.0;38.0
431295 Nova Boa Vista;0.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;5.0
431300 Nova Bréscia;2.0;6.0;3.0;0.0;2.0;1.0;1.0;0.0;15.0
431301 Nova Candelária;0.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;6.0
431303 Nova Esperança do Sul;0.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;7.0
431306 Nova Hartz;2.0;8.0;5.0;0.0;2.0;2.0;2.0;2.0;23.0
431308 Nova Pádua;1.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;6.0
431310 Nova Palma;4.0;10.0;3.0;1.0;2.0;1.0;2.0;1.0;24.0
431320 Nova Petrópolis;6.0;20.0;8.0;6.0;7.0;12.0;20.0;3.0;82.0
431330 Nova Prata;4.0;31.0;20.0;8.0;10.0;33.0;18.0;3.0;127.0
431333 Nova Ramada;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;4.0
431335 Nova Roma do Sul;1.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;6.0
431337 Nova Santa Rita;1.0;18.0;5.0;1.0;1.0;10.0;7.0;2.0;45.0
431349 Novo Barreiro;0.0;2.0;1.0;0.0;1.0;0.0;2.0;0.0;6.0
431339 Novo Cabrais;1.0;1.0;1.0;0.0;1.0;2.0;3.0;1.0;10.0
431340 Novo Hamburgo;37.0;325.0;120.0;35.0;60.0;122.0;175.0;24.0;898.0
431342 Novo Machado;2.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;7.0
431344 Novo Tiradentes;2.0;4.0;1.0;0.0;1.0;0.0;1.0;0.0;9.0
431346 Novo Xingu;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;4.0
431350 Osório;10.0;61.0;17.0;8.0;10.0;24.0;35.0;4.0;169.0
431360 Paim Filho;1.0;4.0;4.0;2.0;2.0;0.0;4.0;0.0;17.0
431365 Palmares do Sul;1.0;14.0;2.0;0.0;1.0;1.0;1.0;0.0;20.0
431370 Palmeira das Missões;7.0;52.0;13.0;5.0;5.0;4.0;10.0;1.0;97.0
431380 Palmitinho;4.0;6.0;6.0;2.0;2.0;7.0;2.0;1.0;30.0
431390 Panambi;5.0;17.0;17.0;3.0;6.0;18.0;15.0;3.0;84.0
431395 Pantano Grande;1.0;10.0;1.0;0.0;1.0;2.0;5.0;1.0;21.0
431400 Paraí;1.0;3.0;6.0;1.0;2.0;9.0;5.0;0.0;27.0
431402 Paraíso do Sul;1.0;6.0;4.0;1.0;0.0;10.0;0.0;0.0;22.0
431403 Pareci Novo;2.0;4.0;0.0;0.0;1.0;2.0;4.0;0.0;13.0
431405 Parobé;8.0;45.0;20.0;3.0;7.0;16.0;19.0;2.0;120.0
431406 Passa Sete;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;4.0
431407 Passo do Sobrado;0.0;4.0;0.0;0.0;1.0;1.0;2.0;0.0;8.0
431410 Passo Fundo;31.0;484.0;182.0;51.0;69.0;163.0;158.0;25.0;1163.0
431413 Paulo Bento;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;5.0
431415 Paverama;2.0;2.0;1.0;1.0;1.0;0.0;2.0;0.0;9.0
431417 Pedras Altas;0.0;8.0;1.0;0.0;1.0;0.0;1.0;0.0;11.0
431420 Pedro Osório;2.0;7.0;2.0;0.0;1.0;1.0;2.0;1.0;16.0
431430 Pejuçara;2.0;2.0;4.0;1.0;1.0;1.0;2.0;0.0;13.0
431440 Pelotas;113.0;693.0;199.0;33.0;99.0;276.0;165.0;47.0;1625.0
431442 Picada Café;1.0;0.0;3.0;0.0;0.0;0.0;1.0;1.0;6.0
431445 Pinhal;2.0;3.0;2.0;0.0;2.0;0.0;2.0;0.0;11.0
431446 Pinhal da Serra;0.0;1.0;1.0;1.0;1.0;2.0;2.0;0.0;8.0
431447 Pinhal Grande;1.0;7.0;1.0;1.0;0.0;5.0;2.0;0.0;17.0
431449 Pinheirinho do Vale;1.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;7.0
431450 Pinheiro Machado;3.0;16.0;8.0;0.0;2.0;3.0;5.0;0.0;37.0
431454 Pinto Bandeira;0.0;1.0;4.0;0.0;1.0;3.0;3.0;0.0;12.0
431455 Pirapó;1.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;6.0
431460 Piratini;2.0;12.0;2.0;0.0;2.0;7.0;7.0;0.0;32.0
431470 Planalto;3.0;5.0;4.0;0.0;1.0;5.0;4.0;0.0;22.0
431475 Poço das Antas;0.0;2.0;2.0;0.0;1.0;1.0;2.0;0.0;8.0
431477 Pontão;0.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;7.0
431478 Ponte Preta;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;5.0
431480 Portão;3.0;23.0;11.0;5.0;6.0;28.0;6.0;2.0;84.0
431490 Porto Alegre;391.0;4444.0;1108.0;280.0;543.0;1122.0;946.0;382.0;9216.0
431500 Porto Lucena;1.0;5.0;2.0;0.0;2.0;1.0;2.0;0.0;13.0
431505 Porto Mauá;0.0;1.0;2.0;0.0;1.0;2.0;1.0;0.0;7.0
431507 Porto Vera Cruz;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
431510 Porto Xavier;1.0;5.0;5.0;3.0;2.0;4.0;4.0;0.0;24.0
431513 Pouso Novo;2.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;6.0
431514 Presidente Lucena;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;6.0
431515 Progresso;1.0;7.0;2.0;0.0;1.0;1.0;1.0;0.0;13.0
431517 Protásio Alves;1.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;5.0
431520 Putinga;0.0;5.0;0.0;0.0;1.0;0.0;1.0;0.0;7.0
431530 Quaraí;1.0;14.0;10.0;1.0;3.0;13.0;5.0;0.0;47.0
431531 Quatro Irmãos;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;9.0
431532 Quevedos;0.0;2.0;1.0;1.0;1.0;3.0;1.0;0.0;9.0
431535 Quinze de Novembro;1.0;4.0;2.0;0.0;1.0;2.0;3.0;0.0;13.0
431540 Redentora;0.0;0.0;1.0;0.0;2.0;3.0;2.0;0.0;8.0
431545 Relvado;0.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;6.0
431550 Restinga Seca;1.0;19.0;6.0;2.0;2.0;5.0;4.0;0.0;39.0
